CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,D001_01,D002_01,D003_01,D004_01,D005_01,D006_01,D007_01,D008_01,D009_01,D010_01,D011_01,D012_01,D013_01,D014_01,D015_01,D016_01,D017_01,D018_01,D019_01,D020_01,D021_01,D022_01,D023_01,D024_01,D025_01,D026_01,D027_01,D028_01,D029_01,D030_01,D031_01,D032_01,D033_01,D034_01,D035_01,D036_01,D037_01,D038_01,D039_01,D040_01,EX01_01,EX01_02,EX01_03,EX01_04,EX01_05,EX01_06,EX01_07,EX01_08,EX01_09,EX01_10,EX01_11,EX01_12,EX01_13,EX01_14,EX01_15,EX01_16,EX01_17,EX01_18,EX01_19,EX01_20,F001_01,F002_01,F003_01,F004_01,F005_01,F006_01,F007_01,F008_01,F009_01,F010_01,F011_01,F012_01,F013_01,F014_01,F015_01,F016_01,F017_01,F018_01,F019_01,F020_01,F021_01,F022_01,F023_01,F024_01,F025_01,F026_01,F027_01,F028_01,F029_01,F030_01,F031_01,F032_01,F033_01,F034_01,F035_01,F036_01,F037_01,F038_01,F039_01,F040_01,Q001_01,Q001_02,Q001_03,Q001_04,Q002_01,Q002_02,Q002_03,Q002_04,Q003_01,Q003_02,Q003_03,Q003_04,Q004_01,Q004_02,Q004_03,Q005,Q006,Q007_01,R001_CP,R001x01,R001x02,R001x03,R001x04,R001x05,R001x06,R001x07,R001x08,R001x09,R001x10,R001x11,R001x12,R001x13,R001x14,R001x15,R001x16,R001x17,R001x18,R001x19,R001x20,R001x21,R001x22,R001x23,R001x24,R001x25,R001x26,R001x27,R001x28,R001x29,R001x30,R001x31,R001x32,R001x33,R001x34,R001x35,R001x36,R001x37,R001x38,R001x39,R001x40,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME021,TIME022,TIME023,TIME024,TIME025,TIME026,TIME027,TIME028,TIME029,TIME030,TIME031,TIME032,TIME033,TIME034,TIME035,TIME036,TIME037,TIME038,TIME039,TIME040,TIME041,TIME042,TIME043,TIME044,TIME045,TIME046,TIME047,TIME048,TIME049,TIME050,TIME051,TIME052,TIME053,TIME054,TIME055,TIME056,TIME057,TIME058,TIME059,TIME060,TIME061,TIME062,TIME063,TIME064,TIME065,TIME066,TIME067,TIME068,TIME069,TIME070,TIME071,TIME072,TIME073,TIME074,TIME075,TIME076,TIME077,TIME078,TIME079,TIME080,TIME081,TIME082,TIME083,TIME084,TIME085,TIME086,TIME087,TIME088,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
413,,660,SONA,interview,4/26/23 17:07,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,1,1,2,2,1,2,6 year old boy ,7 year old boy ,this is a 4 year old boy ,4 year old boy ,,,This person looks like a 4 or 5 year old little boy. ,this person looks like a 3 or 4 year old little boy ,3 year old boy ,This person looks like they are 7 or 8 year old little girl. ,,,8 year old boy ,This person looks like a 4 or 5 year old little boy ,,This looks like a 2 year old little boy ,This person looks like a 4 or 5 year old little boy ,this looks like a 9 year old little boy,This person looks like a 3 or 4 year old little boy ,,this looks like a 3 year old boy ,5 year old boy ,,,,3 or 4 year old boy,,This person looks like a 6 or 7 year old little girl. ,This person looks like a 9 or 10 year olf little girl. ,,This person looks like a 8 or 9 year old little boy ,,,,This looks like a 4 year old little boy ,This looks like a 4 or 5 year old little boy ,,,This person looks like a 5 or 6 year old little boy ,,4,4,4,4,2,5,4,3,5,5,3,6,4,6,4,3,5,4,5,4,,,,,This person looks very upset and maybe scared ,this person looks upset ,,,,,this person looks scared ,looks upset ,,,this person loos very upset,,,,,this person looks like they were maybe playign before this picture was taken ,,,This person looks upset and maybe hungry ,This person looks like they are thinking about something ,This person looks sad or upset. ,,looks neutral,,,looks upset ,,This person looks kind of scared or maybe unaware of what is going on. ,this person looks upset ,This person looks very sad and upset ,,,looks upset ,This person looks upset ,,This person looks upset ,repetative ,randomly ,no ,not really ,3,2,2,3,4,3,4,3,female,white ,19,4,2,4,137,28,32,7,29,25,34,10,14,5,31,39,24,38,19,36,40,23,17,8,16,35,15,18,20,6,21,33,3,11,1,27,26,22,37,4,9,30,2,13,12,4,1,2,11,3,11,2,12,3,11,3,13,2,12,5,44,3,40,4,11,2,30,2,16,2,11,3,11,34,20,2,11,2,14,3,18,3,12,84,16,2,27,3,15,2,11,2,33,3,15,2,18,2,12,4,46,5,33,38,22,2,11,8,25,3,32,4,11,10,13,2,12,19,14,2,12,3,11,3,34,2,11,79,19,43,117,26,3,1152,,4/26/23 17:29,1,0,88,88,0,0,1.37
414,,662,SONA,interview,4/26/23 17:08,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,Five year old boy,Eight year old girl,Three year old boy or girl,Roughly five year old boy.,,A three year old girl,Four year old boy,Four year old girl,Five year old boy,,Four year old girl,A nine year old girl,An eleven year old boy or girl,A four year old boy,"Seven years old, a boy.",A two year old boy,Four year old boy,8 year old boy,Four year old boy,Three year old boy,One year old boy or girl,a six year old boy,Four year old boy,A four year old boy,One year old gilrl,Two year old boy,Six year old boy.,A seven year old girl,,A four year old boy,Seven year old boy or girl,Six year old boy,One year old girl,"A two year old, could be boy or girl",Three year old boy,three year old boy,Three year old boy or girl,One and a half year old boy,A three year old boy,Two year old boy,3,6,4,5,2,2,5,4,3,5,4,4,3,6,2,4,4,5,1,3,,,,,Seems like they are upset about not having something.,,,,,"They have just finished crying, probably getting over saddness",,,,,,,,,,,,,,,,,,,sad,,,,,,,,,,,,Repetitive,The one I could describe better,Describe,Some,3,2,1,4,4,5,3,2,Female,Caucasian,19,5,3,4,138,29,4,10,15,27,5,12,24,6,39,14,34,16,30,22,28,13,1,11,17,33,23,2,40,36,32,9,7,35,31,20,37,38,18,8,3,25,19,21,26,6,6,2,15,2,21,2,73,3,37,2,66,2,12,2,11,5,13,2,15,2,73,3,14,3,44,3,21,2,12,3,46,2,11,2,13,2,20,2,13,3,17,2,13,5,18,3,22,5,14,3,20,2,12,2,21,2,26,9,16,4,13,2,16,3,13,2,11,2,29,2,17,3,12,3,22,4,19,2,12,3,12,211,24,31,97,2,3,1324,,4/26/23 17:31,1,0,88,88,0,0,1.37
421,,,avila,interview,4/27/23 15:23,2,2,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,,,seeing a popscicle and is excited,,,,this kid is about 6 years old and identified as a boy,Hungry and struggling with hunger,,5 and girl,3 year old girl,boy 4 y.o.,"girl, 9",,boy 6,,3 year boy,"boy, 7 years old",,girl. and 3 years old,"girl, 1 year 6 months",4 boy,,"boy, 4 years old",1.5 year old girl,boy and 3 years old,,"girl, 6","girl, 9 years old","boy, 7",8 girl,5 boy,"girl, 9 months",,,tired,8 year old boy,,,,1,6,2,2,1,6,7,1,7,3,7,2,6,6,1,4,4,6,1,2,mad cause he wants a ball,pissed cause of school. can't play,,worried about who the camara operator is,he just got stung by a wasp and so is in pain,this kid wants a toy but is getting over it cause is just greedy and wants just to want,,,"bored and waiting in line, trying to behave",,,,,scared of shots,,sad cause his mom had to walk away,,,scared of shots,,,,eating after a good soccor game,,,,"thirsty, but wanting to play, kinda iratated has to stop playing",,,,,,,sad cause his toy was taken away,shy,,,getting over not getting a 2nd cookie,"happy, but shy of new people",hurt from the splinters,"repetitive, why were those pictures taken?","50/50, til it got to a point what was quicker to answer",describe. quicker,none,4,4,2,5,2,3,2,5,alpha male,white is right,29 years young,3,1,2,139,8,34,7,16,20,14,33,6,18,5,26,9,39,29,27,21,24,35,17,4,10,31,15,1,32,22,23,13,28,19,2,36,11,30,12,40,38,3,25,37,72,4,6,213,4,18,3,20,4,513,23,25,10,56,4,40,11,24,2,31,4,24,21,32,13,82,46,12,4,17,3,37,3,28,29,92,3,21,14,26,5,15,4,17,9,16,3,28,8,25,3,22,2,15,8,46,5,26,10,18,4,12,2,12,13,124,3,13,4,75,7,36,8,83,3,12,4,27,4,27,4,22,101,42,118,220,,,1699,,4/27/23 16:11,0,0,86,86,0,0,0.91
422,,,avila,interview,4/27/23 17:40,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,9 year old boy ,,2 year old boy ,6 year old Male ,male 6 years old ,,,male 10,,female 9,,,,3 year old male ,6 year old male  ,infant female ,8 year ole male ,,toddler under fed male ,4 year old male ,infant or early toddler years male ,9 year old Male ,,male 5 ,,2 year old male ,,Female 7,,,ill 7 year old male ,7 year old male ,Female infant ,,4 year old boy ,6 year old boy ,,Male 18 months old ,3 year old male ,male 4 years old ,3,7,2,2,3,1,1,1,7,7,1,3,5,7,1,6,7,7,4,1,,looks like he was playing and was disrupted by someone to take a photo annoyed and irritated ,,,,determined and dissapointed ,peek a boo I see you playing around and curious ,,"His looks are sadness, defeated, hopelessness. ",,"why are you looking at me, annoyed, and ready to get back to what they were doing prior to being stopped ",just got hurt and is being comforted ,Looks like he may have just gotten in trouble and is embaressed and upset ,,,,,looking to see what someone was doing ,,,,,Sadness and the feeling of being alone. ,,an infant that was upset about something and who ever comforted them found the cause and resolved it either with food or holding them,,Looks as if he just finished lunch at school and is annoyed someone is taking a photo of him ,,exhausted and tired maybe woke up to early for class or to do chores ,cold and annoyed ,,,,just got hurt and being comforted by another person ,,,Comfort from his mother or the woman in the photo that he is leaning against ,,,,It was different. Trying to figure out how and what was going on in the photo some of it seemed staged ,I just randomly picked between decks ,no preference I think I picked the discroption deck the most just out of color preference ,I felt like the only differences was what you were answering ,2,2,2,5,4,3,3,5,Female ,White,34,4,1,7,140,9,38,40,27,33,4,22,37,23,14,20,13,15,16,17,19,39,5,32,30,6,8,10,24,28,31,7,34,25,11,29,12,1,36,35,3,21,2,18,26,5,2,2,11,2,27,2,14,2,13,3,11,2,44,2,16,2,13,9,50,2,12,1,24,2,18,3,114,6,68,2,12,2,15,2,12,2,19,2,16,3,11,2,12,2,12,2,37,2,12,2,35,2,11,2,39,2,12,2,17,2,13,3,13,2,12,3,14,2,18,2,11,2,12,2,33,7,26,2,11,3,30,126,23,34,127,3,,1220,,4/27/23 18:02,1,0,87,87,0,0,1.57
427,,,avila,interview,4/28/23 19:32,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,"Dirty boy wearing necklace, 7-8 years old",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"He is feeling fear, despair and hunger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,23,2,8,20,9,34,32,28,24,39,26,27,38,11,14,40,1,13,30,35,3,25,17,6,5,29,4,33,16,22,10,7,19,31,12,18,36,37,21,15,132,48,,,9,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,4/28/23 19:37,0,0,6,48,0,0,0.49
428,,667,SONA,interview,4/28/23 23:23,,,,1,,,,1,2,,,,,,,,,,,,,,,2,2,,,,,,,,,1,,,,,,,,,,he is a boy and is about 4yrs old,,,,the child is crying,,,,,,,,,,,,,,,,,,,,,,,,,,This is a little boy who is about 2 years old.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this person s feeling sad,This young child just finished crying from a serious matter as tears are still on their face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,34,25,8,24,4,9,39,21,19,27,40,6,17,29,3,2,11,16,32,36,20,35,12,18,38,7,28,13,23,15,1,5,26,30,37,22,33,14,10,31,3,2,,,,,,,3,24,,,,,,,4,521,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,2,128,,,,,,,,,,,,,,,,,5,32,,,,,,,,,,,,,,,,,,,145,,4/28/23 23:49,0,0,19,70,0,0,1.14
429,,667,SONA,interview,4/28/23 23:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,37,32,20,40,7,5,26,36,31,23,28,35,13,10,29,39,1,11,14,4,3,25,12,27,16,6,30,34,9,33,38,8,15,17,18,19,2,21,24,22,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359479,,,,,,,,,,,,,,8,,5/14/23 17:36,0,0,75,75,,,1.81
433,,,avila,interview,4/30/23 2:25,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5,26,38,30,32,15,18,14,13,31,39,17,12,16,29,6,21,8,37,10,35,11,2,25,40,1,28,36,7,33,3,27,4,20,23,22,19,24,34,9,12,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,4/30/23 2:25,0,0,11,11,0,0,1.47
435,,663,SONA,interview,4/30/23 20:00,1,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,2,1,this is a young boy,,This is a young/toddler boy,,This is a young african american boy,,,,,,This is a young girl. ,This is a young boy.,,,This is a young boy.,This is a toddler/baby boy.,This is a young boy.,,This is a young boy.,,This is a baby boy,This is a young boy,,,This is a baby girl.,,,This is a young girl.,,This is a young boy.,,,This is a baby girl. ,,This is a young boy.,This is a young boy.,,the is a baby boy,,This is a toddler boy.,2,6,2,2,4,3,4,2,1,6,4,5,3,7,1,5,5,7,1,1,,This little boy looks dirty and like he has not been able to eat for a while.,,This little boy looks sad and like he is almost mad,,This little girl looks super sad and had been crying,This is a young boy who looks like he is hiding maybe and looks a bit tired.,This boy had been crying a look upset,This little boy looks very tired and sad,"This little girl has been cryign and sad but also has a rather stoic demeanor about her, ",,,"This young girl looks very sad, hints the tears, but also very tired and withdrawn from whatever is going on.","This boy looks upset and scared, maybe even as if hes been crying.",,,,This is a young boy who looks lost and tired.,,This little boy looks rather ornery and like hes up to something silly,,,This little boy looks like he is not getting his needs met in both the shelter and bathing department as well as the nurtional side,This young boy looks like hes had a long day and is tired,,"This boy looks tired, and very dirty like he hasnt bathes recently.","This young boy looks sad and like he is wanting for something, maybe food or shelter.",,This is a young boy who looks tired and like he is in need of a bath and other aid.,,This boy look sick and like he is on the verge of tears,"This young boy looks like is being evaluated for something medically, and like he is in pain and tired.",,This baby looks super upset annd has been crying a lot,,,"This little boy looks sad, had been crying, but also like brave at the same time",,"This little guy looks tired and sad, but also disengaged with what is going on",,difficult! very sad to look at. ,I just went back and forth. ,"I think the describe deck ws easier to answer, but still just as hard to look at. ","No really, but maybe the describe deck had a little sader pictures",2,1,2,5,3,2,3,4,Male,White,21,4,3,2,145,5,22,27,26,40,38,32,19,18,33,21,29,36,8,14,10,2,17,15,6,37,30,34,3,24,9,31,12,13,20,28,7,35,4,23,39,11,1,16,25,4,52,2,11,2,22,31,15,2,16,4,30,2,12,8,22,3,11,2,21,2,38,2,12,2,12,3,26,58,24,2,12,3,13,2,12,2,14,2,11,3,115,2,12,4,12,2,42,6,18,3,17,1,44,2,34,3,12,2,38,2,11,2,23,2,43,2,11,3,25,2,11,3,13,2,25,2,14,3,23,2,17,109,16,18,88,24,2,1312,,4/30/23 20:23,1,0,88,88,0,0,1.37
438,,666,SONA,interview,5/1/23 17:00,2,2,1,1,,2,1,2,,1,2,1,,1,1,,1,2,1,1,,1,,1,2,,1,1,,,2,,1,1,,,2,2,1,,,,A small male baby maybe 3 or 4 years old.,Young boy maybe the age of 3 or 4,,,The age of this child looks like he could be a young toddler no older then the age of 8. I believe this child is also a boy.,,,a 5 year old boy ,,age is no more then 4 years old i am unable to say the gender of this child,,Young male boy maybe the age of 3 or 4,the chilld in this photo is of color.,,age of this child is 4 and looks like a male ,,Child look male-nourished i cannot tell the gender or age of this child in this photo,a young girl the age of 4 years old.,,this child looks to be around the age of 5 and appears to be a male ,,A young boy the age of 5.,,,i believe this is a young boy in the photo maybe the age of 3,the child in this photo looks like a female maybe the age of 5,,,,,Maybe a female looks like an infant less then a year old ,the samlll child looks like a young boy maybe the age of two or three,,,,,the child in this photo looks to be about 3 years of age and is a male,,,,,,,,,,,,,,,,,,,,,,this boy loks dity and sad ,this child looks like theyre experiencing dirtyness it looks like they havent showered or been cleaned ,,,,this young child appears to be crying ,,I dont know what this child is experiencing I am assuming disstress or sadness,,,"I cannot say what this person is experiencing or felig based of a photo, for a matter of fact I cant say for any of these photos ",,,,,,,I cannot tell based of this one image. ,,,,,,,Maybe the child in this photo is experiencing hungry so it is crying ,,,,,,the child in this photo looks to be experiencing alot of emotions they look sad.,,,,,,Emotional feeling are being expressed in this photo,This person is feeling an emotion which is triggering them to cry now i dont know wheather that is happy tears or sad tears,,,,,,,,,,,,,,,,,,,,,146,4,38,37,15,7,3,14,8,25,24,20,10,27,11,33,19,12,2,18,34,28,31,39,22,6,17,1,35,29,13,5,21,23,32,9,26,16,36,40,30,20,1,526,34,2,135,15,36,10,64,,,4,17,3,65,6,117,,,7,50,2,69,3,170,,,3,64,3,22,,,3,17,23,184,4,34,2,44,,,3,103,,,2,25,3,61,,,5,39,4,90,,,,,3,159,,,55,27,4,74,,,,,6,26,5,301224,14,130,,,,,,,,,1345,,5/5/23 5:24,0,0,4,80,0,0,0.71
439,,668,SONA,interview,5/1/23 17:00,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,"This is a young male, he is wearing pretty nice clothing. ",,,,,"This child is malnurited, seems to be a very young male. ",,,,,,,,,,,,,,,,,,,,,,2,7,1,1,3,1,2,2,7,7,3,4,6,7,1,4,6,7,3,1,They look angry and fearful,"They look mad, upset, and curious",THey are scared and confused ,"THey look like they were sad but now they arent, but they are very confused","They look sad, angry and confused",They are emotional but happy,They are curious and intruiged ,"They look sad, and mad",They are tired and upset ,They are sad and confused ,They are confused and intruiged ,They are upset and sad ,They are sad and tired,,They are exhausted and very upset ,They are sad and upset ,they are sad and exhausted ,This child looks like they are intruiged and exhausted ,,They are happy and intriuged ,They are tired and emotional ,This child looks like they feel sad and curious ,They are exhausted and angry,They are happy and intruiged ,THey are sad and curious,They are tired and confused ,THey are exhuasted and intruiged ,THey look upset and curious,THey look exhausted and upset,They are tired and exhausted ,They are emotional and exhausted ,THey are scared and intruiged ,THey look sad and curious,"They look sad, distressed, and scared","They look scared, sad, and intruiged ",THey are angry and confused ,they were sad but know they are happy,They are confused and emotional ,They look sad and tired,They are sad ,It was easy and a bit overwhelming ,I switched back and forth but then decided to go with the easier one for me ,yes I did ,Sort of but not really ,3,2,1,4,1,1,1,5,Male ,White,18,6,5,6,147,22,19,18,14,35,34,2,8,33,1,39,5,4,25,26,40,28,29,7,30,20,17,32,31,37,16,23,6,10,27,13,38,12,24,9,11,15,3,21,36,11,37,3,38,4,16,3,12,4,22,3,19,4,13,3,15,3,25,2,22,3,12,3,11,2,12,3,24,4,30,3,11,3,11,4,21,3,29,4,52,4,16,3,13,18,52,6,21,2,18,3,22,3,12,3,15,3,18,4,12,3,14,3,15,3,12,3,12,3,34,304,28,2,12,3,13,3,12,3,14,3,21,124,25,29,83,6,2,1225,,5/1/23 17:26,1,0,88,88,0,0,1.24
440,,777,SONA,interview,5/1/23 23:50,,,,,,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,she is a beautiful black girl around the age of 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,he feels strange as if he is someone else in his body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,9,6,7,10,33,20,32,29,15,36,35,38,34,24,19,2,22,28,18,8,30,23,4,13,1,12,40,27,37,21,25,16,39,17,31,3,5,14,26,11,8,2,,,,,,,,,,,4,26,4,,,,7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,5/1/23 23:52,0,0,15,20,0,0,1.05
443,,664,SONA,interview,5/2/23 4:35,,,,,,,,,1,,,,,,2,,,,,1,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,"This person appears to be a child, they also appear to be sad. You can really see the deep seeded sadness within there eyes. There feature seem sunken in and withdrawn,like a longing almost.",,,,,,,,,,,"They look like young child no older than 5, I dont want to assume the gender, they look like they are posing for the pictures. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"this person is feeling sad , they look small so maybe hungry as well and that could be what is cause the tears.",,,,,,,,"he might feel hot, tired, hungry ",,,,,,,,,, They look really same and small ,,,,,,,,,,,,,,,,,,,,,,,,,,149,23,20,15,33,9,27,28,39,24,36,7,40,21,10,12,16,37,38,1,19,13,25,5,6,8,30,32,29,34,17,2,18,14,26,4,11,35,3,31,22,635,17,,,,,,,,,,,,,,,,,6,38523,,,,,,,,,,,3,168,,,,,,,,,4,1228,,,,,4,354,,,,,,,75184,,,,,,,,,,,,151,179,,,,,,,,,,,,,,,,,,,,,184,,5/3/23 12:56,0,0,55,68,0,0,0.29
445,,659,SONA,interview,5/5/23 3:31,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,8 year old boy.,10 year old boy.,This is a 8 year old boy.,,10 year old boy.,5 year old girl.,This is a 9 year old boy.,This is a young boy around the age of 3.,This is a 7 year old boy.,5 year old girl.,A young girl around the age of 5.,8 year old boy.,,2 year old boy.,6 year old boy.,This is a 4 year old girl.,11 year old boy.,6 year old kid.,This is a 6 year old boy.,3 year old boy.,This is a 2 year old boy.,,This is a 5 year old girl.,A young boy about 4 years old.,This is a 2 year old girl.,This is a 3 year old boy.,This is a 8 year old boy.,"This is a girl I say that because of the lips, and she's about 5.",She looks very annoyed and tired.,,12 year old boy.,6 year old boy.,This is a 10 month old girl.,1 year old girl.,This is a young boy about 2 years old.,This kid looks to be about 4 years old and a little boy. ,2 year old girl.,This is a 1 year old boy.,This is a 2 year old boy.,This is a 3 year old boy.,1,7,1,1,3,1,4,1,3,4,6,4,2,7,4,3,4,2,1,2,,,,This young boy feels sad due to the tear.,,,,,,,,,They are definitely feeling upset about something that brought them to tears.,,,,,,,,,It seems like he feels upset due to the glossiness of his eyes.,,,,,,,,They are feeling exhausted they have that look about them.,,,,,,,,,,,Very tedious,I went with the one on the left,"Yes, the left",Color of the cards,3,2,5,3,4,1,5,3,Straight male,African American,20,2,3,4,150,22,29,13,30,36,28,8,35,24,4,11,39,9,33,40,25,26,16,3,7,19,27,23,38,21,12,15,6,37,2,1,14,31,5,32,20,17,18,10,34,10,4,3,113,3,18,10,15,3,24,222,982,3,16,3,15,5,667,355,21,8,16,3,20,3,14,3,29,10,15,10,43,4,26,3,12,3,183,4,40,3,14,5,25,16,89,4,105,3,22,4,20,5,15,5,15,6,48,3,24,3,28,226,30,3,14,4,76,3,109,4,21,4,50,3,13,4,14,3,1165,130,49,125,34,55,111,13,3,1584,,5/5/23 5:06,1,0,88,88,0,0,0.89
447,,664,SONA,interview,5/5/23 6:05,2,,,1,2,,1,,1,2,,1,1,,,2,,1,,,2,,1,2,2,,1,1,1,2,1,2,,,,2,,1,,2,,,,"this child looks hot, male, 6-8",,,this child looks around 5-9 and male. ,,"this child looks tired, age, around 9-12, male",,,"this child looks hurt or pain, they look around no more than 10 and male",they look really sad,,,,,this child looks sleepy and tired ,,,,,"this child looks hungry, male 4-6",,,,this child looks sad ,"they look tired, young girl no older than 7 ","they looks very distress and tired, a preteen girl",,"this child looks tired and sick, there eyes are yellow so maybe sick, they look about 5-7 and male ",,,,,,,"the kid looks dirty and sad, they look about 3-5 and male",,,,,,,,,,,,,,,,,,,,,,,this child looks like it feels tired ,,,,they look really sad ,,,,,she looks like she could be in destress,,,,,,"this child looks sad, maybe teething ",,,,,this child looks sad ,,,they look like they are tired or intrigue ,the child looks sad ,,,,,this child looks cold ,,they look scared ,,,,this child looks tired ,,,,this child looks sad ,,,,,,,,,,,,,,,,,,,151,25,36,1,13,31,9,7,12,38,5,10,29,28,16,21,30,23,40,18,27,4,24,32,6,11,2,14,33,22,20,19,15,39,3,8,37,26,17,35,34,37,38,2,236,,,,,2,27,7,94,,,2,23,,,3,40,3,28,,,3,29,3,16,,,,,2,21,,,6,22,,,,,2,14,,,2,22,2,26,6,15,,,8,133,5,128,2,238,2,35,3,104,3,125,,,,,,,3,132,,,5,551,,,2,11,,,,,,,697,,5/5/23 6:42,0,0,66,82,0,0,0.9
